"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort"
"1181","C57BL/6J-EarTag #216",209926,"C57BL/6J","+/+",125,"Body Weight",27940,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1191","C57BL/6J-EarTag #217",209926,"C57BL/6J","+/+",125,"Body Weight",33100,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1201","C57BL/6J-EarTag #218",209927,"C57BL/6J","+/+",125,"Body Weight",34120,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1211","C57BL/6J-EarTag #219",209927,"C57BL/6J","+/+",125,"Body Weight",32300,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1221","C57BL/6J-EarTag #220",209927,"C57BL/6J","+/+",125,"Body Weight",36140,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1231","C57BL/6J-EarTag #221",209927,"C57BL/6J","+/+",125,"Body Weight",40120,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1241","C57BL/6J-EarTag #200",209923,"C57BL/6J","+/+",139,"Body Weight",36480,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1251","C57BL/6J-EarTag #201",209923,"C57BL/6J","+/+",139,"Body Weight",40060,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1261","C57BL/6J-EarTag #202",209923,"C57BL/6J","+/+",139,"Body Weight",28760,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1271","C57BL/6J-EarTag #203",209923,"C57BL/6J","+/+",139,"Body Weight",30470,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1281","C57BL/6J-EarTag #205",209924,"C57BL/6J","+/+",139,"Body Weight",30220,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1291","C57BL/6J-EarTag #204",209924,"C57BL/6J","+/+",139,"Body Weight",25680,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1301","C57BL/6J-EarTag #206",209924,"C57BL/6J","+/+",139,"Body Weight",30010,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1311","C57BL/6J-EarTag #207",209924,"C57BL/6J","+/+",139,"Body Weight",31530,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1321","C57BL/6J-EarTag #208",209924,"C57BL/6J","+/+",139,"Body Weight",28130,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1331","C57BL/6J-EarTag #209",209925,"C57BL/6J","+/+",139,"Body Weight",30480,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1341","C57BL/6J-EarTag #210",209925,"C57BL/6J","+/+",139,"Body Weight",27130,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1351","C57BL/6J-EarTag #211",209925,"C57BL/6J","+/+",139,"Body Weight",28660,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1361","C57BL/6J-EarTag #212",209925,"C57BL/6J","+/+",139,"Body Weight",27640,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1371","C57BL/6J-EarTag #213",209925,"C57BL/6J","+/+",139,"Body Weight",29550,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1381","C57BL/6J-EarTag #214",209926,"C57BL/6J","+/+",139,"Body Weight",40360,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1391","C57BL/6J-EarTag #215",209926,"C57BL/6J","+/+",139,"Body Weight",27530,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1401","C57BL/6J-EarTag #216",209926,"C57BL/6J","+/+",139,"Body Weight",28310,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1411","C57BL/6J-EarTag #217",209926,"C57BL/6J","+/+",139,"Body Weight",34170,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1421","C57BL/6J-EarTag #218",209927,"C57BL/6J","+/+",139,"Body Weight",35940,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1431","C57BL/6J-EarTag #219",209927,"C57BL/6J","+/+",139,"Body Weight",33870,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1441","C57BL/6J-EarTag #220",209927,"C57BL/6J","+/+",139,"Body Weight",37390,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1451","C57BL/6J-EarTag #221",209927,"C57BL/6J","+/+",139,"Body Weight",43400,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1461","C57BL/6J-EarTag #200",209923,"C57BL/6J","+/+",152,"Body Weight",39850,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1471","C57BL/6J-EarTag #201",209923,"C57BL/6J","+/+",152,"Body Weight",42470,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1481","C57BL/6J-EarTag #202",209923,"C57BL/6J","+/+",152,"Body Weight",29990,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1491","C57BL/6J-EarTag #203",209923,"C57BL/6J","+/+",152,"Body Weight",32210,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1501","C57BL/6J-EarTag #205",209924,"C57BL/6J","+/+",152,"Body Weight",30970,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1511","C57BL/6J-EarTag #204",209924,"C57BL/6J","+/+",152,"Body Weight",27240,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1521","C57BL/6J-EarTag #206",209924,"C57BL/6J","+/+",152,"Body Weight",30410,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1531","C57BL/6J-EarTag #207",209924,"C57BL/6J","+/+",152,"Body Weight",32260,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1541","C57BL/6J-EarTag #208",209924,"C57BL/6J","+/+",152,"Body Weight",28740,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1551","C57BL/6J-EarTag #209",209925,"C57BL/6J","+/+",152,"Body Weight",30820,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1561","C57BL/6J-EarTag #210",209925,"C57BL/6J","+/+",152,"Body Weight",27330,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1571","C57BL/6J-EarTag #211",209925,"C57BL/6J","+/+",152,"Body Weight",29500,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1581","C57BL/6J-EarTag #212",209925,"C57BL/6J","+/+",152,"Body Weight",27760,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1591","C57BL/6J-EarTag #213",209925,"C57BL/6J","+/+",152,"Body Weight",30120,"fed","[<Treatment: Normal Chow Diet>]","Cohort 4"
"1601","C57BL/6J-EarTag #214",209926,"C57BL/6J","+/+",152,"Body Weight",41040,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1611","C57BL/6J-EarTag #215",209926,"C57BL/6J","+/+",152,"Body Weight",30610,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1621","C57BL/6J-EarTag #216",209926,"C57BL/6J","+/+",152,"Body Weight",29870,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1631","C57BL/6J-EarTag #217",209926,"C57BL/6J","+/+",152,"Body Weight",36570,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1641","C57BL/6J-EarTag #218",209927,"C57BL/6J","+/+",152,"Body Weight",38130,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1651","C57BL/6J-EarTag #219",209927,"C57BL/6J","+/+",152,"Body Weight",36270,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1661","C57BL/6J-EarTag #220",209927,"C57BL/6J","+/+",152,"Body Weight",41620,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"1671","C57BL/6J-EarTag #221",209927,"C57BL/6J","+/+",152,"Body Weight",46550,"fed","[<Treatment: High Fat Diet>]","Cohort 4"
"413","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",70,"Body Weight",24800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"414","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",70,"Body Weight",25400,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"415","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",70,"Body Weight",27700,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"416","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",70,"Body Weight",30200,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"417","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",70,"Body Weight",25100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"418","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",70,"Body Weight",23900,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"419","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",70,"Body Weight",25400,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"420","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",70,"Body Weight",25400,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4211","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",70,"Body Weight",30600,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4221","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",70,"Body Weight",25400,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"423","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",70,"Body Weight",29000,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"424","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",70,"Body Weight",29100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"425","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",70,"Body Weight",25300,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"426","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",70,"Body Weight",28800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"427","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",70,"Body Weight",30100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"428","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",70,"Body Weight",25800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"429","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",70,"Body Weight",27800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"430","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",70,"Body Weight",27100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4311","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",70,"Body Weight",25400,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4321","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",70,"Body Weight",28000,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"433","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",70,"Body Weight",26800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"434","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",70,"Body Weight",24400,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"435","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",70,"Body Weight",27000,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"436","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",70,"Body Weight",27500,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"437","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",70,"Body Weight",25300,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"438","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",70,"Body Weight",25600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"439","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",70,"Body Weight",25300,"fed","[<Treatment: Control Diet>]","Cohort 5"
"440","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",70,"Body Weight",28800,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4411","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",70,"Body Weight",25300,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4421","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",70,"Body Weight",26000,"fed","[<Treatment: Control Diet>]","Cohort 5"
"443","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",70,"Body Weight",26100,"fed","[<Treatment: Control Diet>]","Cohort 5"
"444","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",70,"Body Weight",28800,"fed","[<Treatment: Control Diet>]","Cohort 5"
"445","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",70,"Body Weight",27600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"446","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",70,"Body Weight",29800,"fed","[<Treatment: Control Diet>]","Cohort 5"
"447","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",70,"Body Weight",28400,"fed","[<Treatment: Control Diet>]","Cohort 5"
"448","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",70,"Body Weight",29500,"fed","[<Treatment: Control Diet>]","Cohort 5"
"449","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",70,"Body Weight",28900,"fed","[<Treatment: Control Diet>]","Cohort 5"
"450","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",70,"Body Weight",24700,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4511","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",70,"Body Weight",25200,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4521","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",70,"Body Weight",25900,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4531","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",70,"Body Weight",29300,"fed","[<Treatment: Control Diet>]","Cohort 5"
"454","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",70,"Body Weight",24800,"fed","[<Treatment: Control Diet>]","Cohort 5"
"455","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",70,"Body Weight",26100,"fed","[<Treatment: Control Diet>]","Cohort 5"
"456","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",70,"Body Weight",29600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"457","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",70,"Body Weight",26200,"fed","[<Treatment: Control Diet>]","Cohort 5"
"458","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",84,"Body Weight",27310,"fed","[<Treatment: Control Diet>]","Cohort 5"
"459","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",84,"Body Weight",32500,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"460","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",84,"Body Weight",28800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4611","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",84,"Body Weight",33410,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4621","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",84,"Body Weight",38130,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4631","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",84,"Body Weight",29540,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"464","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",84,"Body Weight",28220,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"465","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",84,"Body Weight",27660,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"466","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",84,"Body Weight",27880,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"467","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",84,"Body Weight",34100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"468","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",84,"Body Weight",30260,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"469","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",84,"Body Weight",33810,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"470","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",84,"Body Weight",33880,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4711","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",84,"Body Weight",30300,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4721","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",84,"Body Weight",31880,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4731","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",84,"Body Weight",30390,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"474","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",84,"Body Weight",30100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"475","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",84,"Body Weight",32050,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"476","C57BL/6J-EarTag #36",133644,"C57BL/6J","+/+",84,"Body Weight",31950,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"477","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",84,"Body Weight",30750,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"478","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",84,"Body Weight",31130,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"479","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",84,"Body Weight",31000,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"480","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",84,"Body Weight",29250,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4811","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",84,"Body Weight",32230,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4821","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",84,"Body Weight",33100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"4831","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",84,"Body Weight",32610,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"484","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",84,"Body Weight",28440,"fed","[<Treatment: Control Diet>]","Cohort 5"
"485","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",84,"Body Weight",27410,"fed","[<Treatment: Control Diet>]","Cohort 5"
"486","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",84,"Body Weight",30370,"fed","[<Treatment: Control Diet>]","Cohort 5"
"487","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",84,"Body Weight",27590,"fed","[<Treatment: Control Diet>]","Cohort 5"
"488","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",84,"Body Weight",26760,"fed","[<Treatment: Control Diet>]","Cohort 5"
"489","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",84,"Body Weight",27020,"fed","[<Treatment: Control Diet>]","Cohort 5"
"490","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",84,"Body Weight",29350,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4911","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",84,"Body Weight",28600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4921","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",84,"Body Weight",29250,"fed","[<Treatment: Control Diet>]","Cohort 5"
"4931","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",84,"Body Weight",27900,"fed","[<Treatment: Control Diet>]","Cohort 5"
"494","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",84,"Body Weight",27770,"fed","[<Treatment: Control Diet>]","Cohort 5"
"495","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",84,"Body Weight",28650,"fed","[<Treatment: Control Diet>]","Cohort 5"
"496","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",84,"Body Weight",24970,"fed","[<Treatment: Control Diet>]","Cohort 5"
"497","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",84,"Body Weight",25400,"fed","[<Treatment: Control Diet>]","Cohort 5"
"498","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",84,"Body Weight",29870,"fed","[<Treatment: Control Diet>]","Cohort 5"
"499","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",84,"Body Weight",34950,"fed","[<Treatment: Control Diet>]","Cohort 5"
"500","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",84,"Body Weight",29190,"fed","[<Treatment: Control Diet>]","Cohort 5"
"5011","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",84,"Body Weight",26270,"fed","[<Treatment: Control Diet>]","Cohort 5"
"5021","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",84,"Body Weight",34300,"fed","[<Treatment: Control Diet>]","Cohort 5"
"5031","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",98,"Body Weight",33550,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"504","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",98,"Body Weight",32050,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"505","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",98,"Body Weight",36800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"506","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",98,"Body Weight",43010,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"507","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",98,"Body Weight",31770,"fed","[<Treatment: Control Diet>]","Cohort 5"
"508","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",98,"Body Weight",30270,"fed","[<Treatment: Control Diet>]","Cohort 5"
"509","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",98,"Body Weight",33960,"fed","[<Treatment: Control Diet>]","Cohort 5"
"510","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",98,"Body Weight",31320,"fed","[<Treatment: Control Diet>]","Cohort 5"
"5111","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",98,"Body Weight",33640,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5121","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",98,"Body Weight",32310,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5131","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",98,"Body Weight",30290,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"514","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",98,"Body Weight",31210,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"515","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",98,"Body Weight",32400,"fed","[<Treatment: Control Diet>]","Cohort 5"
"516","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",98,"Body Weight",31820,"fed","[<Treatment: Control Diet>]","Cohort 5"
"517","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",98,"Body Weight",34410,"fed","[<Treatment: Control Diet>]","Cohort 5"
"518","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",98,"Body Weight",33560,"fed","[<Treatment: Control Diet>]","Cohort 5"
"519","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",98,"Body Weight",33200,"fed","[<Treatment: Control Diet>]","Cohort 5"
"520","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",98,"Body Weight",38260,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5211","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",98,"Body Weight",33660,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5221","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",98,"Body Weight",36520,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5231","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",98,"Body Weight",34410,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"524","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",98,"Body Weight",32600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"525","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",98,"Body Weight",33010,"fed","[<Treatment: Control Diet>]","Cohort 5"
"526","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",98,"Body Weight",31960,"fed","[<Treatment: Control Diet>]","Cohort 5"
"527","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",98,"Body Weight",29290,"fed","[<Treatment: Control Diet>]","Cohort 5"
"528","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",98,"Body Weight",29870,"fed","[<Treatment: Control Diet>]","Cohort 5"
"529","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",98,"Body Weight",32290,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"530","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",98,"Body Weight",32800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5311","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",98,"Body Weight",30500,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5321","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",98,"Body Weight",32200,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5331","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",98,"Body Weight",35270,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"534","C57BL/6J-EarTag #36",133644,"C57BL/6J","+/+",98,"Body Weight",34410,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"535","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",98,"Body Weight",33610,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"536","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",98,"Body Weight",32390,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"537","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",98,"Body Weight",34330,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"538","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",98,"Body Weight",32310,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"539","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",98,"Body Weight",35380,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"540","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",98,"Body Weight",37910,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5411","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",98,"Body Weight",36750,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5421","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",98,"Body Weight",31600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"5431","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",98,"Body Weight",38010,"fed","[<Treatment: Control Diet>]","Cohort 5"
"544","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",98,"Body Weight",31020,"fed","[<Treatment: Control Diet>]","Cohort 5"
"545","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",98,"Body Weight",27460,"fed","[<Treatment: Control Diet>]","Cohort 5"
"546","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",98,"Body Weight",37180,"fed","[<Treatment: Control Diet>]","Cohort 5"
"547","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",98,"Body Weight",32600,"fed","[<Treatment: Control Diet>]","Cohort 5"
