"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort","Weight","Week"
"1431","C57BL/6J-EarTag #219","209927","C57BL/6J","+/+",139,"Body Weight",33870,"fed","High Fat Diet","Cohort 4",33.87,10
"1441","C57BL/6J-EarTag #220","209927","C57BL/6J","+/+",139,"Body Weight",37390,"fed","High Fat Diet","Cohort 4",37.39,10
"1451","C57BL/6J-EarTag #221","209927","C57BL/6J","+/+",139,"Body Weight",43400,"fed","High Fat Diet","Cohort 4",43.4,10
"1461","C57BL/6J-EarTag #200","209923","C57BL/6J","+/+",152,"Body Weight",39850,"fed","High Fat Diet","Cohort 4",39.85,12
"1471","C57BL/6J-EarTag #201","209923","C57BL/6J","+/+",152,"Body Weight",42470,"fed","High Fat Diet","Cohort 4",42.47,12
"1481","C57BL/6J-EarTag #202","209923","C57BL/6J","+/+",152,"Body Weight",29990,"fed","High Fat Diet","Cohort 4",29.99,12
"1491","C57BL/6J-EarTag #203","209923","C57BL/6J","+/+",152,"Body Weight",32210,"fed","High Fat Diet","Cohort 4",32.21,12
"1501","C57BL/6J-EarTag #205","209924","C57BL/6J","+/+",152,"Body Weight",30970,"fed","Normal Chow Diet","Cohort 4",30.97,12
"1511","C57BL/6J-EarTag #204","209924","C57BL/6J","+/+",152,"Body Weight",27240,"fed","Normal Chow Diet","Cohort 4",27.24,12
"1521","C57BL/6J-EarTag #206","209924","C57BL/6J","+/+",152,"Body Weight",30410,"fed","Normal Chow Diet","Cohort 4",30.41,12
"1531","C57BL/6J-EarTag #207","209924","C57BL/6J","+/+",152,"Body Weight",32260,"fed","Normal Chow Diet","Cohort 4",32.26,12
"1541","C57BL/6J-EarTag #208","209924","C57BL/6J","+/+",152,"Body Weight",28740,"fed","Normal Chow Diet","Cohort 4",28.74,12
"1551","C57BL/6J-EarTag #209","209925","C57BL/6J","+/+",152,"Body Weight",30820,"fed","Normal Chow Diet","Cohort 4",30.82,12
"1561","C57BL/6J-EarTag #210","209925","C57BL/6J","+/+",152,"Body Weight",27330,"fed","Normal Chow Diet","Cohort 4",27.33,12
"1571","C57BL/6J-EarTag #211","209925","C57BL/6J","+/+",152,"Body Weight",29500,"fed","Normal Chow Diet","Cohort 4",29.5,12
"1581","C57BL/6J-EarTag #212","209925","C57BL/6J","+/+",152,"Body Weight",27760,"fed","Normal Chow Diet","Cohort 4",27.76,12
"1591","C57BL/6J-EarTag #213","209925","C57BL/6J","+/+",152,"Body Weight",30120,"fed","Normal Chow Diet","Cohort 4",30.12,12
"1601","C57BL/6J-EarTag #214","209926","C57BL/6J","+/+",152,"Body Weight",41040,"fed","High Fat Diet","Cohort 4",41.04,12
"1611","C57BL/6J-EarTag #215","209926","C57BL/6J","+/+",152,"Body Weight",30610,"fed","High Fat Diet","Cohort 4",30.61,12
"1621","C57BL/6J-EarTag #216","209926","C57BL/6J","+/+",152,"Body Weight",29870,"fed","High Fat Diet","Cohort 4",29.87,12
"1631","C57BL/6J-EarTag #217","209926","C57BL/6J","+/+",152,"Body Weight",36570,"fed","High Fat Diet","Cohort 4",36.57,12
"1641","C57BL/6J-EarTag #218","209927","C57BL/6J","+/+",152,"Body Weight",38130,"fed","High Fat Diet","Cohort 4",38.13,12
"1651","C57BL/6J-EarTag #219","209927","C57BL/6J","+/+",152,"Body Weight",36270,"fed","High Fat Diet","Cohort 4",36.27,12
"1661","C57BL/6J-EarTag #220","209927","C57BL/6J","+/+",152,"Body Weight",41620,"fed","High Fat Diet","Cohort 4",41.62,12
"1671","C57BL/6J-EarTag #221","209927","C57BL/6J","+/+",152,"Body Weight",46550,"fed","High Fat Diet","Cohort 4",46.55,12
"413","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",70,"Body Weight",24800,"fed","High Fat Diet","Cohort 5",24.8,0
"414","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",70,"Body Weight",25400,"fed","High Fat Diet","Cohort 5",25.4,0
"415","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",70,"Body Weight",27700,"fed","High Fat Diet","Cohort 5",27.7,0
"416","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",70,"Body Weight",30200,"fed","High Fat Diet","Cohort 5",30.2,0
"417","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",70,"Body Weight",25100,"fed","High Fat Diet","Cohort 5",25.1,0
"418","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",70,"Body Weight",23900,"fed","High Fat Diet","Cohort 5",23.9,0
"419","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",70,"Body Weight",25400,"fed","High Fat Diet","Cohort 5",25.4,0
"420","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",70,"Body Weight",25400,"fed","High Fat Diet","Cohort 5",25.4,0
"4211","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",70,"Body Weight",30600,"fed","High Fat Diet","Cohort 5",30.6,0
"4221","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",70,"Body Weight",25400,"fed","High Fat Diet","Cohort 5",25.4,0
"423","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",70,"Body Weight",29000,"fed","High Fat Diet","Cohort 5",29,0
"424","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",70,"Body Weight",29100,"fed","High Fat Diet","Cohort 5",29.1,0
"425","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",70,"Body Weight",25300,"fed","High Fat Diet","Cohort 5",25.3,0
"426","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",70,"Body Weight",28800,"fed","High Fat Diet","Cohort 5",28.8,0
"427","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",70,"Body Weight",30100,"fed","High Fat Diet","Cohort 5",30.1,0
"428","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",70,"Body Weight",25800,"fed","High Fat Diet","Cohort 5",25.8,0
"429","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",70,"Body Weight",27800,"fed","High Fat Diet","Cohort 5",27.8,0
"430","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",70,"Body Weight",27100,"fed","High Fat Diet","Cohort 5",27.1,0
"4311","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",70,"Body Weight",25400,"fed","High Fat Diet","Cohort 5",25.4,0
"4321","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",70,"Body Weight",28000,"fed","High Fat Diet","Cohort 5",28,0
"433","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",70,"Body Weight",26800,"fed","High Fat Diet","Cohort 5",26.8,0
"434","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",70,"Body Weight",24400,"fed","High Fat Diet","Cohort 5",24.4,0
"435","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",70,"Body Weight",27000,"fed","High Fat Diet","Cohort 5",27,0
"436","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",70,"Body Weight",27500,"fed","High Fat Diet","Cohort 5",27.5,0
"437","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",70,"Body Weight",25300,"fed","High Fat Diet","Cohort 5",25.3,0
"438","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",70,"Body Weight",25600,"fed","Control Diet","Cohort 5",25.6,0
"439","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",70,"Body Weight",25300,"fed","Control Diet","Cohort 5",25.3,0
"440","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",70,"Body Weight",28800,"fed","Control Diet","Cohort 5",28.8,0
"4411","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",70,"Body Weight",25300,"fed","Control Diet","Cohort 5",25.3,0
"4421","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",70,"Body Weight",26000,"fed","Control Diet","Cohort 5",26,0
"443","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",70,"Body Weight",26100,"fed","Control Diet","Cohort 5",26.1,0
"444","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",70,"Body Weight",28800,"fed","Control Diet","Cohort 5",28.8,0
"445","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",70,"Body Weight",27600,"fed","Control Diet","Cohort 5",27.6,0
"446","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",70,"Body Weight",29800,"fed","Control Diet","Cohort 5",29.8,0
"447","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",70,"Body Weight",28400,"fed","Control Diet","Cohort 5",28.4,0
"448","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",70,"Body Weight",29500,"fed","Control Diet","Cohort 5",29.5,0
"449","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",70,"Body Weight",28900,"fed","Control Diet","Cohort 5",28.9,0
"450","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",70,"Body Weight",24700,"fed","Control Diet","Cohort 5",24.7,0
"4511","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",70,"Body Weight",25200,"fed","Control Diet","Cohort 5",25.2,0
"4521","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",70,"Body Weight",25900,"fed","Control Diet","Cohort 5",25.9,0
"4531","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",70,"Body Weight",29300,"fed","Control Diet","Cohort 5",29.3,0
"454","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",70,"Body Weight",24800,"fed","Control Diet","Cohort 5",24.8,0
"455","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",70,"Body Weight",26100,"fed","Control Diet","Cohort 5",26.1,0
"456","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",70,"Body Weight",29600,"fed","Control Diet","Cohort 5",29.6,0
"457","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",70,"Body Weight",26200,"fed","Control Diet","Cohort 5",26.2,0
"458","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",84,"Body Weight",27310,"fed","Control Diet","Cohort 5",27.31,2
"459","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",84,"Body Weight",32500,"fed","High Fat Diet","Cohort 5",32.5,2
"460","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",84,"Body Weight",28800,"fed","High Fat Diet","Cohort 5",28.8,2
"4611","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",84,"Body Weight",33410,"fed","High Fat Diet","Cohort 5",33.41,2
"4621","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",84,"Body Weight",38130,"fed","High Fat Diet","Cohort 5",38.13,2
"4631","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",84,"Body Weight",29540,"fed","High Fat Diet","Cohort 5",29.54,2
"464","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",84,"Body Weight",28220,"fed","High Fat Diet","Cohort 5",28.22,2
"465","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",84,"Body Weight",27660,"fed","High Fat Diet","Cohort 5",27.66,2
"466","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",84,"Body Weight",27880,"fed","High Fat Diet","Cohort 5",27.88,2
"467","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",84,"Body Weight",34100,"fed","High Fat Diet","Cohort 5",34.1,2
"468","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",84,"Body Weight",30260,"fed","High Fat Diet","Cohort 5",30.26,2
"469","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",84,"Body Weight",33810,"fed","High Fat Diet","Cohort 5",33.81,2
"470","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",84,"Body Weight",33880,"fed","High Fat Diet","Cohort 5",33.88,2
"4711","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",84,"Body Weight",30300,"fed","High Fat Diet","Cohort 5",30.3,2
"4721","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",84,"Body Weight",31880,"fed","High Fat Diet","Cohort 5",31.88,2
"4731","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",84,"Body Weight",30390,"fed","High Fat Diet","Cohort 5",30.39,2
"474","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",84,"Body Weight",30100,"fed","High Fat Diet","Cohort 5",30.1,2
"475","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",84,"Body Weight",32050,"fed","High Fat Diet","Cohort 5",32.05,2
"476","C57BL/6J-EarTag #36","133644","C57BL/6J","+/+",84,"Body Weight",31950,"fed","High Fat Diet","Cohort 5",31.95,2
"477","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",84,"Body Weight",30750,"fed","High Fat Diet","Cohort 5",30.75,2
"478","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",84,"Body Weight",31130,"fed","High Fat Diet","Cohort 5",31.13,2
"479","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",84,"Body Weight",31000,"fed","High Fat Diet","Cohort 5",31,2
"480","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",84,"Body Weight",29250,"fed","High Fat Diet","Cohort 5",29.25,2
"4811","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",84,"Body Weight",32230,"fed","High Fat Diet","Cohort 5",32.23,2
"4821","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",84,"Body Weight",33100,"fed","High Fat Diet","Cohort 5",33.1,2
"4831","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",84,"Body Weight",32610,"fed","High Fat Diet","Cohort 5",32.61,2
"484","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",84,"Body Weight",28440,"fed","Control Diet","Cohort 5",28.44,2
"485","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",84,"Body Weight",27410,"fed","Control Diet","Cohort 5",27.41,2
"486","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",84,"Body Weight",30370,"fed","Control Diet","Cohort 5",30.37,2
"487","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",84,"Body Weight",27590,"fed","Control Diet","Cohort 5",27.59,2
"488","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",84,"Body Weight",26760,"fed","Control Diet","Cohort 5",26.76,2
"489","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",84,"Body Weight",27020,"fed","Control Diet","Cohort 5",27.02,2
"490","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",84,"Body Weight",29350,"fed","Control Diet","Cohort 5",29.35,2
"4911","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",84,"Body Weight",28600,"fed","Control Diet","Cohort 5",28.6,2
"4921","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",84,"Body Weight",29250,"fed","Control Diet","Cohort 5",29.25,2
"4931","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",84,"Body Weight",27900,"fed","Control Diet","Cohort 5",27.9,2
"494","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",84,"Body Weight",27770,"fed","Control Diet","Cohort 5",27.77,2
"495","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",84,"Body Weight",28650,"fed","Control Diet","Cohort 5",28.65,2
"496","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",84,"Body Weight",24970,"fed","Control Diet","Cohort 5",24.97,2
"497","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",84,"Body Weight",25400,"fed","Control Diet","Cohort 5",25.4,2
"498","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",84,"Body Weight",29870,"fed","Control Diet","Cohort 5",29.87,2
"499","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",84,"Body Weight",34950,"fed","Control Diet","Cohort 5",34.95,2
"500","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",84,"Body Weight",29190,"fed","Control Diet","Cohort 5",29.19,2
"5011","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",84,"Body Weight",26270,"fed","Control Diet","Cohort 5",26.27,2
"5021","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",84,"Body Weight",34300,"fed","Control Diet","Cohort 5",34.3,2
"5031","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",98,"Body Weight",33550,"fed","High Fat Diet","Cohort 5",33.55,4
"504","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",98,"Body Weight",32050,"fed","High Fat Diet","Cohort 5",32.05,4
"505","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",98,"Body Weight",36800,"fed","High Fat Diet","Cohort 5",36.8,4
"506","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",98,"Body Weight",43010,"fed","High Fat Diet","Cohort 5",43.01,4
"507","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",98,"Body Weight",31770,"fed","Control Diet","Cohort 5",31.77,4
"508","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",98,"Body Weight",30270,"fed","Control Diet","Cohort 5",30.27,4
"509","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",98,"Body Weight",33960,"fed","Control Diet","Cohort 5",33.96,4
"510","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",98,"Body Weight",31320,"fed","Control Diet","Cohort 5",31.32,4
"5111","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",98,"Body Weight",33640,"fed","High Fat Diet","Cohort 5",33.64,4
"5121","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",98,"Body Weight",32310,"fed","High Fat Diet","Cohort 5",32.31,4
"5131","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",98,"Body Weight",30290,"fed","High Fat Diet","Cohort 5",30.29,4
"514","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",98,"Body Weight",31210,"fed","High Fat Diet","Cohort 5",31.21,4
"515","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",98,"Body Weight",32400,"fed","Control Diet","Cohort 5",32.4,4
"516","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",98,"Body Weight",31820,"fed","Control Diet","Cohort 5",31.82,4
"517","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",98,"Body Weight",34410,"fed","Control Diet","Cohort 5",34.41,4
"518","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",98,"Body Weight",33560,"fed","Control Diet","Cohort 5",33.56,4
"519","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",98,"Body Weight",33200,"fed","Control Diet","Cohort 5",33.2,4
"520","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",98,"Body Weight",38260,"fed","High Fat Diet","Cohort 5",38.26,4
"5211","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",98,"Body Weight",33660,"fed","High Fat Diet","Cohort 5",33.66,4
"5221","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",98,"Body Weight",36520,"fed","High Fat Diet","Cohort 5",36.52,4
"5231","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",98,"Body Weight",34410,"fed","High Fat Diet","Cohort 5",34.41,4
"524","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",98,"Body Weight",32600,"fed","Control Diet","Cohort 5",32.6,4
"525","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",98,"Body Weight",33010,"fed","Control Diet","Cohort 5",33.01,4
"526","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",98,"Body Weight",31960,"fed","Control Diet","Cohort 5",31.96,4
"527","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",98,"Body Weight",29290,"fed","Control Diet","Cohort 5",29.29,4
"528","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",98,"Body Weight",29870,"fed","Control Diet","Cohort 5",29.87,4
"529","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",98,"Body Weight",32290,"fed","High Fat Diet","Cohort 5",32.29,4
"530","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",98,"Body Weight",32800,"fed","High Fat Diet","Cohort 5",32.8,4
"5311","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",98,"Body Weight",30500,"fed","High Fat Diet","Cohort 5",30.5,4
"5321","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",98,"Body Weight",32200,"fed","High Fat Diet","Cohort 5",32.2,4
"5331","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",98,"Body Weight",35270,"fed","High Fat Diet","Cohort 5",35.27,4
"534","C57BL/6J-EarTag #36","133644","C57BL/6J","+/+",98,"Body Weight",34410,"fed","High Fat Diet","Cohort 5",34.41,4
"535","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",98,"Body Weight",33610,"fed","High Fat Diet","Cohort 5",33.61,4
"536","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",98,"Body Weight",32390,"fed","High Fat Diet","Cohort 5",32.39,4
"537","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",98,"Body Weight",34330,"fed","High Fat Diet","Cohort 5",34.33,4
"538","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",98,"Body Weight",32310,"fed","High Fat Diet","Cohort 5",32.31,4
"539","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",98,"Body Weight",35380,"fed","High Fat Diet","Cohort 5",35.38,4
"540","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",98,"Body Weight",37910,"fed","High Fat Diet","Cohort 5",37.91,4
"5411","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",98,"Body Weight",36750,"fed","High Fat Diet","Cohort 5",36.75,4
"5421","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",98,"Body Weight",31600,"fed","Control Diet","Cohort 5",31.6,4
"5431","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",98,"Body Weight",38010,"fed","Control Diet","Cohort 5",38.01,4
"544","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",98,"Body Weight",31020,"fed","Control Diet","Cohort 5",31.02,4
"545","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",98,"Body Weight",27460,"fed","Control Diet","Cohort 5",27.46,4
"546","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",98,"Body Weight",37180,"fed","Control Diet","Cohort 5",37.18,4
"547","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",98,"Body Weight",32600,"fed","Control Diet","Cohort 5",32.6,4
"548","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",112,"Body Weight",36160,"fed","High Fat Diet","Cohort 5",36.16,6
"549","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",112,"Body Weight",35440,"fed","High Fat Diet","Cohort 5",35.44,6
"550","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",112,"Body Weight",40000,"fed","High Fat Diet","Cohort 5",40,6
"5511","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",112,"Body Weight",47460,"fed","High Fat Diet","Cohort 5",47.46,6
"5521","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",112,"Body Weight",36750,"fed","High Fat Diet","Cohort 5",36.75,6
"5531","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",112,"Body Weight",35650,"fed","High Fat Diet","Cohort 5",35.65,6
"554","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",112,"Body Weight",32810,"fed","High Fat Diet","Cohort 5",32.81,6
"555","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",112,"Body Weight",34720,"fed","High Fat Diet","Cohort 5",34.72,6
"556","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",112,"Body Weight",40330,"fed","High Fat Diet","Cohort 5",40.33,6
"557","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",112,"Body Weight",37210,"fed","High Fat Diet","Cohort 5",37.21,6
"558","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",112,"Body Weight",41600,"fed","High Fat Diet","Cohort 5",41.6,6
"559","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",112,"Body Weight",38800,"fed","High Fat Diet","Cohort 5",38.8,6
"560","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",112,"Body Weight",35700,"fed","High Fat Diet","Cohort 5",35.7,6
"5611","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",112,"Body Weight",37350,"fed","High Fat Diet","Cohort 5",37.35,6
"5621","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",112,"Body Weight",32670,"fed","High Fat Diet","Cohort 5",32.67,6
"5631","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",112,"Body Weight",36410,"fed","High Fat Diet","Cohort 5",36.41,6
"564","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",112,"Body Weight",38810,"fed","High Fat Diet","Cohort 5",38.81,6
"565","C57BL/6J-EarTag #36","133644","C57BL/6J","+/+",112,"Body Weight",37690,"fed","High Fat Diet","Cohort 5",37.69,6
"566","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",112,"Body Weight",38290,"fed","High Fat Diet","Cohort 5",38.29,6
"567","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",112,"Body Weight",35840,"fed","High Fat Diet","Cohort 5",35.84,6
"568","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",112,"Body Weight",40120,"fed","High Fat Diet","Cohort 5",40.12,6
"569","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",112,"Body Weight",35380,"fed","High Fat Diet","Cohort 5",35.38,6
"570","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",112,"Body Weight",37510,"fed","High Fat Diet","Cohort 5",37.51,6
"5711","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",112,"Body Weight",42310,"fed","High Fat Diet","Cohort 5",42.31,6
"5721","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",112,"Body Weight",40270,"fed","High Fat Diet","Cohort 5",40.27,6
"5731","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",112,"Body Weight",34980,"fed","Control Diet","Cohort 5",34.98,6
"574","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",112,"Body Weight",32330,"fed","Control Diet","Cohort 5",32.33,6
"575","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",112,"Body Weight",37200,"fed","Control Diet","Cohort 5",37.2,6
"576","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",112,"Body Weight",35070,"fed","Control Diet","Cohort 5",35.07,6
"577","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",112,"Body Weight",34010,"fed","Control Diet","Cohort 5",34.01,6
"578","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",112,"Body Weight",35560,"fed","Control Diet","Cohort 5",35.56,6
"579","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",112,"Body Weight",33960,"fed","Control Diet","Cohort 5",33.96,6
"580","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",112,"Body Weight",37960,"fed","Control Diet","Cohort 5",37.96,6
"581","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",112,"Body Weight",35120,"fed","Control Diet","Cohort 5",35.12,6
"582","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",112,"Body Weight",34220,"fed","Control Diet","Cohort 5",34.22,6
"583","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",112,"Body Weight",33380,"fed","Control Diet","Cohort 5",33.38,6
"584","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",112,"Body Weight",34900,"fed","Control Diet","Cohort 5",34.9,6
"585","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",112,"Body Weight",32810,"fed","Control Diet","Cohort 5",32.81,6
"586","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",112,"Body Weight",30770,"fed","Control Diet","Cohort 5",30.77,6
"587","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",112,"Body Weight",30230,"fed","Control Diet","Cohort 5",30.23,6
