"","gene_biotype","external_gene_name","ensembl_gene_id"
"24273","processed_transcript","Gm29999","ENSMUSG00000102629"
"24274","lincRNA","Gm26813","ENSMUSG00000097819"
"24275","protein_coding","Mmp11","ENSMUSG00000000901"
"24276","TEC","4930594C11Rik","ENSMUSG00000103948"
"24277","processed_pseudogene","RP23-469J3.5","ENSMUSG00000104772"
"24278","protein_coding","Atp11b","ENSMUSG00000037400"
"24279","TEC","RP23-412L13.3","ENSMUSG00000105812"
"24280","transcribed_unprocessed_pseudogene","Cyp2c53-ps","ENSMUSG00000093610"
"24281","protein_coding","Hsf3","ENSMUSG00000045802"
"24282","protein_coding","Pi4k2b","ENSMUSG00000029186"
"24283","protein_coding","1700080O16Rik","ENSMUSG00000031118"
"24284","protein_coding","Mllt11","ENSMUSG00000053192"
"24285","processed_pseudogene","4930594C11Rik","ENSMUSG00000087233"
"24286","processed_pseudogene","Gm14529","ENSMUSG00000087415"
"24287","protein_coding","Lynx1","ENSMUSG00000022594"
"24288","protein_coding","Trak1","ENSMUSG00000032536"
"24289","protein_coding","Ggact","ENSMUSG00000041625"
"24290","protein_coding","Ms4a4d","ENSMUSG00000024678"
"24291","antisense","Gm16740","ENSMUSG00000097167"
"24292","unprocessed_pseudogene","Gm6797","ENSMUSG00000081410"
"24293","protein_coding","4933402D24Rik","ENSMUSG00000025961"
"24294","protein_coding","Mrps7","ENSMUSG00000046756"
"24295","protein_coding","Mtfp1","ENSMUSG00000004748"
"24296","unprocessed_pseudogene","Gm10212","ENSMUSG00000067555"
"24297","protein_coding","Tfe3","ENSMUSG00000000134"
"24298","processed_pseudogene","Gm6798","ENSMUSG00000082496"
"24299","protein_coding","Vnn3","ENSMUSG00000020010"
"24300","TEC","Gm38275","ENSMUSG00000104088"
"24301","processed_pseudogene","Gm13751","ENSMUSG00000080817"
"24302","protein_coding","Ppp1r21","ENSMUSG00000034709"
"24303","protein_coding","Fkbp6","ENSMUSG00000040013"
"24304","protein_coding","1700006E09Rik","ENSMUSG00000010841"
"24305","protein_coding","Asap3","ENSMUSG00000036995"
"24306","protein_coding","Nhlrc3","ENSMUSG00000042997"
"24307","antisense","Gm12167","ENSMUSG00000085853"
"24308","protein_coding","Primpol","ENSMUSG00000038225"
"24309","protein_coding","Zc3hc1","ENSMUSG00000039130"
"24310","unitary_pseudogene","Gm13754","ENSMUSG00000082373"
"24311","antisense","Gm11706","ENSMUSG00000084930"
"24312","antisense","Gm16555","ENSMUSG00000090012"
"24313","antisense","Gm16206","ENSMUSG00000085174"
"24314","protein_coding","Rasgrf1","ENSMUSG00000032356"
"24315","protein_coding","Sat1","ENSMUSG00000025283"
"24316","protein_coding","Tatdn3","ENSMUSG00000026632"
"24317","lincRNA","Gm13093","ENSMUSG00000087094"
"24318","protein_coding","Pgrmc1","ENSMUSG00000006373"
"24319","antisense","Gm16554","ENSMUSG00000090227"
"24320","protein_coding","AA474331","ENSMUSG00000096687"
"24321","protein_coding","Lrrc8b","ENSMUSG00000070639"
"24322","lincRNA","RP23-223I2.3","ENSMUSG00000104898"
"24323","protein_coding","Abhd3","ENSMUSG00000002475"
"24324","protein_coding","Ms4a6d","ENSMUSG00000024679"
"24325","protein_coding","Nsdhl","ENSMUSG00000031349"
"24326","protein_coding","Mcm10","ENSMUSG00000026669"
"24327","antisense","RP23-430G6.3","ENSMUSG00000106127"
"24328","protein_coding","Tg","ENSMUSG00000053469"
"24329","protein_coding","Gm10717","ENSMUSG00000095891"
"24330","pseudogene","Gm10048","ENSMUSG00000103544"
"24331","protein_coding","Trafd1","ENSMUSG00000042726"
"24332","unprocessed_pseudogene","RP23-106N8.2","ENSMUSG00000105213"
"24333","TEC","RP24-158C2.3","ENSMUSG00000105700"
"24334","protein_coding","Gm26992","ENSMUSG00000098078"
"24335","protein_coding","2010001E11Rik","ENSMUSG00000039339"
"24336","TEC","RP24-161C20.4","ENSMUSG00000104814"
"24337","protein_coding","Gucy1a2","ENSMUSG00000041624"
"24338","TEC","RP24-170C14.2","ENSMUSG00000105530"
"24339","protein_coding","Igfbp5","ENSMUSG00000026185"
"24340","protein_coding","Rhox12","ENSMUSG00000071766"
"24341","unprocessed_pseudogene","Gm14710","ENSMUSG00000084831"
"24342","protein_coding","Pcdhb5","ENSMUSG00000063687"
"24343","protein_coding","Efna4","ENSMUSG00000028040"
"24344","TEC","Gm37299","ENSMUSG00000102229"
"24345","antisense","Gm20700","ENSMUSG00000093502"
"24346","protein_coding","Chst2","ENSMUSG00000033350"
"24347","protein_coding","Gm10720","ENSMUSG00000074564"
"24348","processed_pseudogene","Gm10335","ENSMUSG00000071532"
"24349","TEC","RP23-187D22.1","ENSMUSG00000104661"
"24350","processed_pseudogene","Gm37392","ENSMUSG00000103120"
"24351","antisense","Gm37446","ENSMUSG00000103985"
"24352","lincRNA","Gm13749","ENSMUSG00000044689"
"24353","TEC","Gm37805","ENSMUSG00000103755"
"24354","TEC","RP23-140B23.1","ENSMUSG00000105983"
"24355","processed_pseudogene","Gm18547","ENSMUSG00000103237"
"24356","protein_coding","Rhox13","ENSMUSG00000050197"
"24357","processed_pseudogene","Gm8449","ENSMUSG00000101281"
"24358","protein_coding","Wars","ENSMUSG00000021266"
"24359","transcribed_processed_pseudogene","Gm8242","ENSMUSG00000102827"
"24360","TEC","RP23-187D22.10","ENSMUSG00000106244"
"24361","antisense","Gm37634","ENSMUSG00000102864"
"24362","processed_pseudogene","Gm13265","ENSMUSG00000081367"
"24363","processed_pseudogene","Gm19193","ENSMUSG00000101459"
"24364","TEC","RP23-187D22.4","ENSMUSG00000104929"
"24365","protein_coding","Ttc16","ENSMUSG00000039021"
"24366","protein_coding","Rbm28","ENSMUSG00000029701"
"24367","TEC","Gm38276","ENSMUSG00000104084"
"24368","protein_coding","Mmp8","ENSMUSG00000005800"
"24369","processed_pseudogene","Gm19932","ENSMUSG00000093490"
"24370","protein_coding","Tsx","ENSMUSG00000031329"
"24371","processed_pseudogene","Gm13263","ENSMUSG00000082871"
"24372","processed_transcript","F830208F22Rik","ENSMUSG00000073529"
"24373","protein_coding","Gm10709","ENSMUSG00000074516"
"24374","TEC","Gm37343","ENSMUSG00000102734"
"24375","protein_coding","Xpo6","ENSMUSG00000000131"
"24376","processed_pseudogene","Gm9850","ENSMUSG00000084855"
"24377","protein_coding","Olfr250","ENSMUSG00000049864"
"24378","protein_coding","Sema6c","ENSMUSG00000038777"
"24379","processed_pseudogene","Gm13854","ENSMUSG00000083728"
"24380","lincRNA","Gm13264","ENSMUSG00000085257"
"24381","protein_coding","Sqrdl","ENSMUSG00000005803"
"24382","protein_coding","Uba7","ENSMUSG00000032596"
"24383","protein_coding","Kif6","ENSMUSG00000023999"
"24384","protein_coding","Adcy10","ENSMUSG00000026567"
"24385","processed_pseudogene","Gm13297","ENSMUSG00000081693"
"24386","TR_V_gene","Trbv1","ENSMUSG00000076461"
"24387","protein_coding","Ccdc82","ENSMUSG00000079084"
"24388","processed_pseudogene","Gm13294","ENSMUSG00000083900"
"24389","protein_coding","Tmem119","ENSMUSG00000054675"
"24390","protein_coding","Fam210a","ENSMUSG00000038121"
"24391","protein_coding","Olfr834","ENSMUSG00000095525"
"24392","processed_pseudogene","Gm14441","ENSMUSG00000081861"
"24393","processed_pseudogene","RP24-555M20.7","ENSMUSG00000104972"
"24394","protein_coding","Vps45","ENSMUSG00000015747"
"24395","protein_coding","Olfr862","ENSMUSG00000063842"
"24396","protein_coding","Zbtb6","ENSMUSG00000066798"
"24397","processed_pseudogene","Gm13357","ENSMUSG00000083650"
"24398","miRNA","Gm22238","ENSMUSG00000092963"
"24399","processed_pseudogene","RP23-409I5.3","ENSMUSG00000105088"
"24400","snRNA","Gm22069","ENSMUSG00000096202"
"24401","snoRNA","Gm26306","ENSMUSG00000088398"
"24402","protein_coding","Prss58","ENSMUSG00000051936"
"24403","protein_coding","Rhox1","ENSMUSG00000071773"
"24404","processed_pseudogene","RP23-409I5.4","ENSMUSG00000106189"
"24405","antisense","Arhgap15os","ENSMUSG00000085089"
"24406","protein_coding","Siglec15","ENSMUSG00000091055"
"24407","processed_pseudogene","RP23-260N17.2","ENSMUSG00000106295"
"24408","processed_pseudogene","Gm14516","ENSMUSG00000083551"
"24409","protein_coding","Phldb1","ENSMUSG00000048537"
"24410","processed_pseudogene","RP23-313F5.1","ENSMUSG00000105181"
"24411","protein_coding","Inpp4a","ENSMUSG00000026113"
"24412","protein_coding","Scrn1","ENSMUSG00000019124"
"24413","protein_coding","Fam213a","ENSMUSG00000021792"
"24414","protein_coding","Gabpb2","ENSMUSG00000038766"
"24415","protein_coding","Rcbtb2","ENSMUSG00000022106"
"24416","protein_coding","Zbtb26","ENSMUSG00000050714"
"24417","protein_coding","Tceal3","ENSMUSG00000044550"
"24418","protein_coding","Wfdc5","ENSMUSG00000040154"
"24419","protein_coding","Cypt1","ENSMUSG00000023257"
"24420","protein_coding","Rfc4","ENSMUSG00000022881"
"24421","transcribed_processed_pseudogene","Gm17137","ENSMUSG00000090559"
"24422","protein_coding","Grem2","ENSMUSG00000050069"
"24423","protein_coding","Ston1","ENSMUSG00000033855"
"24424","lincRNA","RP23-144D4.1","ENSMUSG00000104732"
"24425","processed_pseudogene","Csnk2a1-ps","ENSMUSG00000083288"
"24426","protein_coding","Cep95","ENSMUSG00000018372"
"24427","antisense","Gm4876","ENSMUSG00000054556"
"24428","processed_pseudogene","Gm17136","ENSMUSG00000057945"
"24429","protein_coding","1700074P13Rik","ENSMUSG00000029883"
"24430","unprocessed_pseudogene","Gm5397","ENSMUSG00000082827"
"24431","processed_pseudogene","Gm14613","ENSMUSG00000081918"
"24432","protein_coding","Pcdh12","ENSMUSG00000024440"
"24433","protein_coding","Cenpu","ENSMUSG00000031629"
"24434","protein_coding","Vangl2","ENSMUSG00000026556"
"24435","antisense","A730032A03Rik","ENSMUSG00000085649"
"24436","unprocessed_pseudogene","Vmn1r-ps15","ENSMUSG00000093666"
"24437","protein_coding","Slc25a19","ENSMUSG00000020744"
"24438","processed_pseudogene","Gm8844","ENSMUSG00000082461"
"24439","processed_pseudogene","Gm6695","ENSMUSG00000093560"
"24440","protein_coding","Pik3ca","ENSMUSG00000027665"
"24441","antisense","Gm21747","ENSMUSG00000095438"
"24442","protein_coding","Avpr1b","ENSMUSG00000026432"
"24443","unprocessed_pseudogene","Vmn1r-ps17","ENSMUSG00000093743"
"24444","lincRNA","Gm14552","ENSMUSG00000087491"
"24445","protein_coding","Dlx1","ENSMUSG00000041911"
"24446","protein_coding","Tex264","ENSMUSG00000040813"
"24447","protein_coding","C1galt1","ENSMUSG00000042460"
"24448","processed_pseudogene","Gm20718","ENSMUSG00000093708"
"24449","protein_coding","Celsr2","ENSMUSG00000068740"
"24450","protein_coding","Clca3b","ENSMUSG00000037033"
"24451","processed_pseudogene","Gm29598","ENSMUSG00000100152"
"24452","protein_coding","Wfdc12","ENSMUSG00000042845"
"24453","processed_pseudogene","Gm5619","ENSMUSG00000099980"
"24454","processed_pseudogene","Gm29597","ENSMUSG00000100941"
"24455","processed_pseudogene","Gm16215","ENSMUSG00000089950"
"24456","processed_pseudogene","Gm18766","ENSMUSG00000100019"
"24457","antisense","Kif16bos","ENSMUSG00000086504"
"24458","processed_pseudogene","Gm11702","ENSMUSG00000084277"
"24459","protein_coding","Npvf","ENSMUSG00000029831"
"24460","protein_coding","Taf9b","ENSMUSG00000047242"
"24461","antisense","Gm37982","ENSMUSG00000103139"
"24462","protein_coding","Gm1141","ENSMUSG00000073130"
"24463","protein_coding","Entpd5","ENSMUSG00000021236"
"24464","protein_coding","Hmga1","ENSMUSG00000046711"
"24465","protein_coding","Ilf3","ENSMUSG00000032178"
"24466","processed_pseudogene","Gm6170","ENSMUSG00000100078"
"24467","antisense","Dlx1as","ENSMUSG00000084946"
"24468","TEC","9430034N14Rik","ENSMUSG00000102964"
"24469","unprocessed_pseudogene","Mageb8-ps","ENSMUSG00000083977"
"24470","protein_coding","Scmh1","ENSMUSG00000000085"
"24471","protein_coding","Wfdc15a","ENSMUSG00000051769"
"24472","protein_coding","2610001J05Rik","ENSMUSG00000052419"
"24473","TEC","RP23-412L13.5","ENSMUSG00000106150"
"24474","protein_coding","Nosip","ENSMUSG00000003421"
"24475","miRNA","Mir7084","ENSMUSG00000098646"
"24476","processed_pseudogene","Gm8532","ENSMUSG00000095841"
"24477","antisense","Tsix","ENSMUSG00000085715"
"24478","processed_pseudogene","Gm13988","ENSMUSG00000084372"
"24479","protein_coding","Sfswap","ENSMUSG00000029439"
"24480","antisense","Gm29588","ENSMUSG00000101629"
"24481","protein_coding","Rcbtb1","ENSMUSG00000035469"
"24482","protein_coding","Tns4","ENSMUSG00000017607"
"24483","protein_coding","Maoa","ENSMUSG00000025037"
"24484","unprocessed_pseudogene","Gm18397","ENSMUSG00000093703"
"24485","lincRNA","Xist","ENSMUSG00000086503"
"24486","protein_coding","BC021785","ENSMUSG00000038528"
"24487","protein_coding","Rftn1","ENSMUSG00000039316"
"24488","protein_coding","Gm4744","ENSMUSG00000063252"
"24489","unprocessed_pseudogene","Gm18416","ENSMUSG00000093685"
"24490","protein_coding","Bcl2l2","ENSMUSG00000089682"
"24491","unprocessed_pseudogene","Vmn2r-ps131","ENSMUSG00000096429"
"24492","protein_coding","Wfdc15b","ENSMUSG00000018211"
"24493","protein_coding","Camk2d","ENSMUSG00000053819"
"24494","unprocessed_pseudogene","Vmn2r-ps132","ENSMUSG00000093714"
"24495","protein_coding","Trpv6","ENSMUSG00000029868"
"24496","protein_coding","Pign","ENSMUSG00000056536"
"24497","protein_coding","Plekhb1","ENSMUSG00000030701"
"24498","protein_coding","Lsm8","ENSMUSG00000044155"
"24499","protein_coding","Vsig10l","ENSMUSG00000070604"
"24500","protein_coding","G930045G22Rik","ENSMUSG00000073072"
"24501","protein_coding","Ttc3","ENSMUSG00000040785"
"24502","protein_coding","Gm20521","ENSMUSG00000092232"
"24503","TEC","Gm38228","ENSMUSG00000103945"
"24504","protein_coding","Wdr82","ENSMUSG00000020257"
"24505","protein_coding","Mmd2","ENSMUSG00000039533"
"24506","protein_coding","Ankrd35","ENSMUSG00000038354"
"24507","IG_V_pseudogene","Ighv1-65","ENSMUSG00000104593"
"24508","TEC","Gm37536","ENSMUSG00000103422"
"24509","protein_coding","Ubl4","ENSMUSG00000015290"
"24510","protein_coding","Svs2","ENSMUSG00000040132"
"24511","protein_coding","Kncn","ENSMUSG00000073774"
"24512","TEC","Gm37067","ENSMUSG00000104416"
"24513","processed_pseudogene","RP23-218B2.3","ENSMUSG00000105599"
"24514","TEC","Gm37909","ENSMUSG00000104316"
"24515","antisense","Gm26597","ENSMUSG00000097228"
"24516","protein_coding","Gm3558","ENSMUSG00000079364"
"24517","protein_coding","Samd9l","ENSMUSG00000047735"
"24518","processed_pseudogene","RP23-106N8.4","ENSMUSG00000104978"
"24519","IG_V_pseudogene","Ighv12-2","ENSMUSG00000102515"
"24520","unprocessed_pseudogene","Gm41","ENSMUSG00000080069"
"24521","antisense","RP23-412L13.4","ENSMUSG00000106413"
"24522","lincRNA","6430628N08Rik","ENSMUSG00000034185"
"24523","processed_pseudogene","Gm17121","ENSMUSG00000096579"
"24524","protein_coding","Gtf2a1l","ENSMUSG00000024154"
"24525","protein_coding","Grb2","ENSMUSG00000059923"
"24526","processed_pseudogene","Gm6276","ENSMUSG00000084025"
"24527","IG_V_gene","Ighv9-3","ENSMUSG00000096459"
"24528","protein_coding","Pabpc5","ENSMUSG00000034732"
"24529","protein_coding","Cnnm4","ENSMUSG00000037408"
"24530","protein_coding","Gm10486","ENSMUSG00000073247"
"24531","protein_coding","Tpbg","ENSMUSG00000035274"
"24532","processed_pseudogene","Gm11703","ENSMUSG00000083394"
"24533","processed_pseudogene","Gm11704","ENSMUSG00000084130"
"24534","protein_coding","Gcc1","ENSMUSG00000029708"
"24535","IG_V_gene","Ighv7-3","ENSMUSG00000076652"
"24536","protein_coding","Tmem254c","ENSMUSG00000072680"
"24537","processed_pseudogene","Gm14491","ENSMUSG00000083439"
"24538","protein_coding","Eme2","ENSMUSG00000073436"
"24539","IG_V_pseudogene","Ighv15-1","ENSMUSG00000103121"
"24540","processed_pseudogene","Gm14512","ENSMUSG00000081947"
"24541","protein_coding","Chd4","ENSMUSG00000063870"
"24542","processed_transcript","9330154J02Rik","ENSMUSG00000056031"
"24543","IG_V_gene","Ighv8-11","ENSMUSG00000095170"
"24544","protein_coding","Phkg2","ENSMUSG00000030815"
"24545","protein_coding","1700006A11Rik","ENSMUSG00000027973"
"24546","protein_coding","Sumo3","ENSMUSG00000020265"
"24547","processed_pseudogene","RP23-218B2.5","ENSMUSG00000106283"
"24548","processed_pseudogene","Gm8661","ENSMUSG00000086225"
"24549","protein_coding","Sucla2","ENSMUSG00000022110"
"24550","protein_coding","Fscn3","ENSMUSG00000029707"
"24551","protein_coding","Oprk1","ENSMUSG00000025905"
"24552","IG_V_gene","Ighv1-66","ENSMUSG00000095519"
"24553","protein_coding","Slc10a3","ENSMUSG00000032806"
"24554","protein_coding","Kbtbd13","ENSMUSG00000054978"
"24555","protein_coding","Diexf","ENSMUSG00000016181"
"24556","protein_coding","Rhox3a","ENSMUSG00000071772"
"24557","protein_coding","Metap1d","ENSMUSG00000041921"
"24558","protein_coding","Kat6a","ENSMUSG00000031540"
"24559","protein_coding","S1pr1","ENSMUSG00000045092"
"24560","processed_transcript","4930447F24Rik","ENSMUSG00000102224"
"24561","protein_coding","Flt3","ENSMUSG00000042817"
"24562","protein_coding","Itk","ENSMUSG00000020395"
"24563","protein_coding","Nr1i3","ENSMUSG00000005677"
"24564","protein_coding","Pola1","ENSMUSG00000006678"
"24565","IG_V_gene","Ighv14-4","ENSMUSG00000076666"
"24566","protein_coding","Snrpb2","ENSMUSG00000008333"
"24567","antisense","Gm27176","ENSMUSG00000099027"
"24568","protein_coding","Vmn1r4","ENSMUSG00000071893"
"24569","protein_coding","Prss21","ENSMUSG00000024116"
"24570","antisense","Gm38033","ENSMUSG00000102845"
"24571","lincRNA","Gm9889","ENSMUSG00000052769"
"24572","TEC","Gm37513","ENSMUSG00000104371"
"24573","protein_coding","Anapc4","ENSMUSG00000029176"
"24574","processed_pseudogene","Gm9078","ENSMUSG00000081943"
"24575","protein_coding","Dbr1","ENSMUSG00000032469"
"24576","protein_coding","Mib1","ENSMUSG00000024294"
"24577","IG_V_gene","Ighv1-67","ENSMUSG00000095863"
"24578","protein_coding","Cldn4","ENSMUSG00000047501"
"24579","TEC","Gm38270","ENSMUSG00000103054"
"24580","lincRNA","Gm2453","ENSMUSG00000102909"
"24581","protein_coding","Svs3b","ENSMUSG00000050383"
"24582","processed_pseudogene","Gm15010","ENSMUSG00000080874"
"24583","processed_pseudogene","Gm37838","ENSMUSG00000103537"
"24584","processed_transcript","Gm13630","ENSMUSG00000085386"
"24585","unprocessed_pseudogene","Mageb6-ps","ENSMUSG00000085577"
"24586","lincRNA","Scml1","ENSMUSG00000086540"
"24587","IG_V_gene","Ighv3-3","ENSMUSG00000094029"
"24588","protein_coding","2700049A03Rik","ENSMUSG00000034601"
"24589","protein_coding","Cyp11a1","ENSMUSG00000032323"
"24590","protein_coding","Arf5","ENSMUSG00000020440"
"24591","protein_coding","Svs4","ENSMUSG00000016998"
"24592","protein_coding","Iyd","ENSMUSG00000019762"
"24593","protein_coding","Rhox2c","ENSMUSG00000079637"
"24594","unprocessed_pseudogene","Mageb7-ps","ENSMUSG00000082450"
"24595","lincRNA","4930554G24Rik","ENSMUSG00000085452"
"24596","protein_coding","Ncdn","ENSMUSG00000028833"
"24597","protein_coding","Clns1a","ENSMUSG00000025439"
"24598","protein_coding","Narf","ENSMUSG00000000056"
"24599","protein_coding","Vmn1r5","ENSMUSG00000090346"
"24600","lincRNA","Gm15205","ENSMUSG00000087146"
"24601","IG_V_gene","Ighv7-4","ENSMUSG00000076668"
"24602","processed_pseudogene","Gm12005","ENSMUSG00000081631"
"24603","protein_coding","Zfp40","ENSMUSG00000002617"
"24604","lincRNA","Gm17322","ENSMUSG00000097604"
"24605","protein_coding","Ppp1r35","ENSMUSG00000029725"
"24606","transcribed_unprocessed_pseudogene","Rhox3b-ps","ENSMUSG00000084056"
"24607","protein_coding","Acsl6","ENSMUSG00000020333"
"24608","antisense","Gm12150","ENSMUSG00000085239"
"24609","protein_coding","Vmn1r6","ENSMUSG00000058923"
"24610","antisense","Hk1os","ENSMUSG00000085347"
"24611","processed_transcript","Gm20444","ENSMUSG00000092258"
"24612","IG_V_gene","Ighv3-4","ENSMUSG00000103939"
"24613","protein_coding","Ddx20","ENSMUSG00000027905"
"24614","protein_coding","Svs3a","ENSMUSG00000017003"
"24615","TEC","Gm37414","ENSMUSG00000103645"
"24616","protein_coding","Fign","ENSMUSG00000075324"
"24617","lincRNA","Platr19","ENSMUSG00000091430"
"24618","IG_V_gene","Ighv3-5","ENSMUSG00000076670"
"24619","protein_coding","Srr","ENSMUSG00000001323"
"24620","processed_pseudogene","Gm18551","ENSMUSG00000102479"
"24621","protein_coding","Ndufa9","ENSMUSG00000000399"
"24622","protein_coding","Rhox4d","ENSMUSG00000079633"
"24623","IG_V_pseudogene","Ighv13-1","ENSMUSG00000102497"
"24624","protein_coding","Ccnjl","ENSMUSG00000044707"
"24625","protein_coding","Svs6","ENSMUSG00000017000"
"24626","protein_coding","Cacna2d1","ENSMUSG00000040118"
"24627","IG_V_gene","Ighv3-6","ENSMUSG00000076672"
"24628","protein_coding","Mycn","ENSMUSG00000037169"
"24629","antisense","Gm13442","ENSMUSG00000085737"
"24630","processed_pseudogene","Gm11955","ENSMUSG00000082364"
"24631","protein_coding","1700007B14Rik","ENSMUSG00000031620"
"24632","protein_coding","Traip","ENSMUSG00000032586"
"24633","protein_coding","Zfp9","ENSMUSG00000072623"
"24634","IG_V_gene","Ighv9-4","ENSMUSG00000094322"
"24635","protein_coding","Rhox3a2","ENSMUSG00000095601"
"24636","TEC","Gm37003","ENSMUSG00000102287"
"24637","protein_coding","Dnaaf2","ENSMUSG00000020973"
"24638","protein_coding","Ccdc17","ENSMUSG00000034035"
"24639","IG_V_pseudogene","Ighv3-7","ENSMUSG00000102601"
"24640","IG_V_pseudogene","Ighv1-68","ENSMUSG00000105582"
"24641","antisense","4921523L03Rik","ENSMUSG00000093749"
"24642","processed_pseudogene","Gm4929","ENSMUSG00000097973"
"24643","protein_coding","Asf1b","ENSMUSG00000005470"
"24644","processed_pseudogene","Gm37201","ENSMUSG00000103658"
"24645","processed_pseudogene","RP23-218B2.10","ENSMUSG00000106420"
"24646","processed_transcript","C530005A16Rik","ENSMUSG00000085408"
"24647","protein_coding","Tmem178b","ENSMUSG00000057716"
"24648","protein_coding","Kif1bp","ENSMUSG00000036955"
"24649","processed_pseudogene","RP23-218B2.9","ENSMUSG00000106077"
"24650","protein_coding","Rhox4b","ENSMUSG00000071771"
"24651","protein_coding","Col28a1","ENSMUSG00000068794"
"24652","protein_coding","Atf7ip2","ENSMUSG00000039200"
"24653","protein_coding","Sec14l2","ENSMUSG00000003585"
"24654","antisense","Gm12333","ENSMUSG00000085765"
"24655","protein_coding","Agbl5","ENSMUSG00000029165"
"24656","processed_pseudogene","RP24-471B15.1","ENSMUSG00000104799"
"24657","protein_coding","1300017J02Rik","ENSMUSG00000033688"
"24658","sense_intronic","Gm26638","ENSMUSG00000097563"
"24659","processed_pseudogene","Gm12335","ENSMUSG00000085738"
"24660","TEC","Gm37995","ENSMUSG00000103331"
"24661","protein_coding","Gm20662","ENSMUSG00000093456"
"24662","protein_coding","Nrip3","ENSMUSG00000034825"
"24663","processed_pseudogene","Gm12006","ENSMUSG00000080734"
"24664","protein_coding","Selenbp1","ENSMUSG00000068874"
"24665","protein_coding","Rhox4c","ENSMUSG00000079635"
"24666","antisense","Gm26807","ENSMUSG00000097484"
"24667","TEC","Gm37673","ENSMUSG00000102623"
"24668","protein_coding","Aif1l","ENSMUSG00000001864"
"24669","protein_coding","Cnnm3","ENSMUSG00000001138"
"24670","lincRNA","1700046C09Rik","ENSMUSG00000085561"
"24671","antisense","4930535L15Rik","ENSMUSG00000093619"
"24672","unprocessed_pseudogene","RP24-471B15.3","ENSMUSG00000104887"
"24673","protein_coding","Loxl2","ENSMUSG00000034205"
"24674","protein_coding","Ttyh1","ENSMUSG00000030428"
"24675","processed_pseudogene","Gm7765","ENSMUSG00000098037"
"24676","protein_coding","G630090E17Rik","ENSMUSG00000071335"
"24677","protein_coding","Rhox4a2","ENSMUSG00000094945"
"24678","protein_coding","Rsf1","ENSMUSG00000035623"
"24679","antisense","RP24-255E8.1","ENSMUSG00000105203"
"24680","protein_coding","Sult1b1","ENSMUSG00000029269"
"24681","protein_coding","Amy2a1","ENSMUSG00000070360"
"24682","protein_coding","Bcat2","ENSMUSG00000030826"
"24683","antisense","Gm13752","ENSMUSG00000085921"
"24684","protein_coding","Rhox2b","ENSMUSG00000079638"
"24685","protein_coding","Fabp6","ENSMUSG00000020405"
"24686","protein_coding","Scn1b","ENSMUSG00000019194"
"24687","processed_pseudogene","RP24-471B15.2","ENSMUSG00000105351"
"24688","protein_coding","Nodal","ENSMUSG00000037171"
"24689","transcribed_unprocessed_pseudogene","Mug-ps1","ENSMUSG00000101397"
"24690","processed_pseudogene","Gm12149","ENSMUSG00000082614"
"24691","protein_coding","Nfia","ENSMUSG00000028565"
"24692","processed_pseudogene","Gm10086","ENSMUSG00000060730"
"24693","protein_coding","Rcn2","ENSMUSG00000032320"
"24694","processed_pseudogene","Gm15661","ENSMUSG00000080748"
"24695","antisense","Rsf1os1","ENSMUSG00000086433"
"24696","antisense","Gm27177","ENSMUSG00000098975"
"24697","protein_coding","Dlgap1","ENSMUSG00000003279"
"24698","protein_coding","Depdc1a","ENSMUSG00000028175"
"24699","processed_pseudogene","Gm12152","ENSMUSG00000083662"
"24700","processed_transcript","Gm28447","ENSMUSG00000101792"
"24701","protein_coding","Hepacam2","ENSMUSG00000044156"
"24702","protein_coding","Otor","ENSMUSG00000027416"
"24703","processed_pseudogene","Gm11957","ENSMUSG00000083838"
"24704","processed_pseudogene","Gm10123","ENSMUSG00000062933"
"24705","protein_coding","Rab38","ENSMUSG00000030559"
"24706","processed_pseudogene","Gm12030","ENSMUSG00000081346"
"24707","processed_transcript","Rsf1os2","ENSMUSG00000086993"
"24708","protein_coding","Npffr1","ENSMUSG00000020090"
"24709","processed_pseudogene","Gm8524","ENSMUSG00000101209"
"24710","TEC","Gm37871","ENSMUSG00000102176"
"24711","lincRNA","Gm12031","ENSMUSG00000085035"
"24712","protein_coding","D930015E06Rik","ENSMUSG00000033767"
"24713","lincRNA","Gm26736","ENSMUSG00000097464"
"24714","processed_pseudogene","Gm27248","ENSMUSG00000099188"
"24715","protein_coding","Rhox3e","ENSMUSG00000059626"
"24716","processed_pseudogene","Pom121l12","ENSMUSG00000084135"
"24717","lincRNA","2210017G18Rik","ENSMUSG00000096970"
"24718","protein_coding","Vmn2r66","ENSMUSG00000094950"
"24719","protein_coding","Smim10l1","ENSMUSG00000072704"
"24720","lincRNA","Gm26814","ENSMUSG00000097385"
"24721","processed_pseudogene","Gm3671","ENSMUSG00000098232"
"24722","protein_coding","Svs5","ENSMUSG00000017004"
"24723","protein_coding","Lmf1","ENSMUSG00000002279"
"24724","antisense","Gm16010","ENSMUSG00000085541"
"24725","protein_coding","Otud5","ENSMUSG00000031154"
"24726","processed_pseudogene","Gm13736","ENSMUSG00000082908"
"24727","protein_coding","Rhox4a","ENSMUSG00000079639"
"24728","protein_coding","Uck2","ENSMUSG00000026558"
"24729","protein_coding","Bglap3","ENSMUSG00000074489"
"24730","protein_coding","Olfr153","ENSMUSG00000061520"
"24731","protein_coding","Zfp30","ENSMUSG00000047473"
